Fax Modem Speed,Number Of Cartridges Included,Battery Type,Tray Capacity,Printer Resolution (Color),ISO Mono Print Speed,Phone Included,Number Of Speed Dials,Supported Paper Sizes,Mobile Device Printing,Compatible Cartridges,Provider_Product_ID,Black Printer Resolution,Maximum Fax Page Memory,EPEAT Qualified,Printer Type,Double-Sided Printing,Batteries Included,pricematch,Copier Resolution (Color),Print Quality,Print (Color) Speed,Type of Interface,Automatic Document Feeder Capacity,Copier Resolution,Media Sizes,Paper Compatibility,Touch Screen,Print (Black/Monochromatic) Speed,Integrated Fax,ENERGY STAR Certified,Copier Speed (B&W),Media Types,Maximum Photo Length,Display Screen Size,Transparency Scanning,Minimum System Requirements,Input Paper Capacity,Duty Cycle,Automatic Document Feeder,Integrated Answering System,Paper Handling,Compact Design,Print Speed (B&W),Multiple Copies,Maximum Document Width,Color Category,Number Of Cartridges Required,Automatic Redial,Maximum Document Length,EPEAT Level,Copier Resolution (Black),Duplex Scan Function,Dye-Sublimation Printer,Networking,Scan (Monochromatic) Speed,Scan (Color) Speed,Print Head Type,Interface(s),Printer Resolution (Black),Fax Machine Type,Maximum Number Of Copies,Scanner Type,Automatic Reduction/Enlargement,Ink Subscription Service Available,Maximum Photo Width,Scan Method,Copy Speed,Scanner Resolution (dpi),DND Omega Publish,Included Software,Networking Capabilities,Photo Printer,Internet Fax Capability,Scanner Resolution,Wireless Networking,Two-Sided Printer,Connector Type(s),Portable,Paper Feeder,Printer Connectivity,Drop Size,Print Speed (Color),Internal Memory,Copy (Color) Speed,PictBridge Enabled,Integrated Caller ID,Memory,Maximum Paper Capacity,Copy (Black/Monochromatic) Speed,ISO Color Print Speed,TWAIN Compliant,Memory Card Slot,Display Screen,Memory Card Type,Monochromatic/Color
N/A,2,N/A,60,Up to 4800 x 1200,7 pages per minute,N/A,N/A,"Letter, HP envelopes, HP cards, HP 4"" x 6"" photo paper",Yes,HP 61; HP 61XL,N/A,N/A,N/A,No,All In One,N/A,N/A,yes,Up to 300 x 600,N/A,16 pages per minute,N/A,60 sheets,N/A,N/A,N/A,N/A,7 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP SP3 or higher (32-bit): 233MHz or higher Intel&#174; Pentium&#174; II, Celeron&#174; or other compatible processor; 750MB hard disk space; Internet Explorer 6 or higher; Windows Vista: 800MHz 32-bit (x86) or 64-bit (x64) processor",N/A,"Up to 1,000",N/A,N/A,Up to 60 sheets,N/A,N/A,N/A,8.5 inches,Gray,2,N/A,11 inches,N/A,Up to 300 x 600,N/A,N/A,Wireless,4.5 copies per minute,3 copies per minute,N/A,N/A,Up to 600 x 600,N/A,9,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,Software CD,N/A,Yes,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB 2.0|Apple AirPrint,N/A,N/A,Yes,3 copies per minute,N/A,N/A,N/A,N/A,4.5 copies per minute,4 pages per minute,N/A,No,No,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33.6 kilobits per second,1,N/A,N/A,N/A,19 pages per minute,N/A,N/A,"Letter, legal, statement, executive, A4, A5, B5, envelopes (Com 10, Monarch, DL, C5)",No,N/A,N/A,N/A,N/A,Yes,Printer|Copier|Fax,N/A,N/A,yes,N/A,N/A,N/A,N/A,30 sheets,N/A,N/A,N/A,N/A,19 pages per minute,N/A,No,N/A,N/A,N/A,1 inches,N/A,"PC: Windows 2000, XP, Vista, 7 or 8, USB 2.0 port",N/A,"Up to 8,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,White,1,N/A,14 inches,Bronze,Up to 600 x 600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Up to 600 x 400,N/A,99,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,Cassette tray,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,12 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,N/A,"Letter, legal, 4"" x 6"", 5"" x 7"", 8"" x 10"" and #10 envelopes",No,HP 61 Black; HP 61 Tri-Color,N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"Windows: Windows XP: 750MB HD; Windows Vista: 800MHz (x86) or (x64); Windows 7 or 8: 1.0GHz (x86) or (x64); 2GB HD. Mac: Intel Core processor; Mac OS X v10.6, Lion or Mountain Lion; 1GB HD; CD/DVD drive or Internet connection; USB port.",N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Silver,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A
33.6 kilobits per second,2,N/A,500,N/A,42 pages per minute,N/A,N/A,"Letter, legal, executive, A4, A5, A6, B5, B6, custom sizes from 3&quot, x 5"" to 8.5"" x 14""",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,42 pages per minute,Yes,No,N/A,N/A,N/A,5 inches,N/A,Windows or Mac OS,N/A,"Up to 100,000",N/A,N/A,Up to 500 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 19200 x 19200,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,42 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
33.6 kilobits per second,N/A,N/A,150,N/A,21 pages per minute,N/A,N/A,"3"" x 5"" - 8.5"" x 14""",Yes,MLT-D111S,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,40 sheets,N/A,N/A,N/A,N/A,21 pages per minute,Yes,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP (32- or 64-bit), 2003 (32- or 64-bit), Vista (32- or 64-bit), 2008 (32- or 64-bit), 2008 R2 (32- or 64-bit), Server 2012 (32- or 64-bit), 7 (32- or 64-bit) or 8 (32- or 64-bit); Mac: OS X 10.5 - 10.9; Linux; USB 2.0 port",N/A,"Up to 10,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Multi,N/A,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wireless,17 copies per minute,N/A,N/A,N/A,Up to 1200 x 1200,N/A,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 4800 x 4800,N/A,N/A,N/A,No,N/A,Apple AirPrint|Google Cloud Print|Samsung Mobile Print|USB 2.0|Wi-Fi|Wi-Fi Direct|NFC,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,21 copies per minute,N/A,Yes,N/A,Yes,N/A,Monochromatic
N/A,N/A,N/A,N/A,Up to 4800 x 1200,15 pages per minute,N/A,N/A,"A4, Letter, B5, Tabloid, A3",Yes,"HP 932, HP 932XL, HP 933, HP 933XL",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"Windows 8, Windows 7, 2 GB HD, Windows Vista, Windows XP SP3 (32-bit): Intel Pentium II, Celeron or 233MHz processor, 750 MB HD, Mac OS X v10.6, OS X Lion, Linux, Mac OS X v 10.6; OS X Lion; OS X Mountain Lion; 1GB HD, CD-ROM/DVD or Internet, USB",N/A,"Up to 12,000",N/A,N/A,N/A,N/A,N/A,N/A,13 inches,Black,4,N/A,44 inches,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 4800 x 1200,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,N/A,Apple AirPrint,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,8 pages per minute,N/A,Yes,N/A,N/A,N/A
N/A,6,N/A,100,Up to 5760 x 1440,9.5 images per minute,N/A,N/A,"Half letter, executive, 3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 8.5"" x 14"", A4, A6, ink jet-printable CDs/DVDs",Yes,277; 277XL,N/A,N/A,N/A,No,All In One,N/A,N/A,yes,Up to 360 x 360,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,14 inches,4.3 inches,N/A,"PC: Windows XP SP3 (32-bit), XP Professional x64 Edition, Vista (32- or 64-bit), 7 (32- or 64-bit) or 8 (32- or 64-bit); Mac: OS X 10.6.8 to 10.9.x (Some applications and/or functions may not be supported under Mac OS X)",N/A,Medium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,6,N/A,N/A,N/A,Up to 360 x 360,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,99,Flatbed,N/A,No,8.5 inches,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 9600 x 2400,N/A,N/A,USB,No,N/A,Secure Digital|USB|Apple AirPrint,1.5 picoliters,N/A,Yes,N/A,Yes,N/A,N/A,N/A,8.1 copies per minute,9 images per minute,N/A,Yes,Yes,N/A,N/A
N/A,6,N/A,100,Up to 5760 x 1440,9.5 pages per minute,N/A,N/A,"A4, B5, A6, half-letter, executive, 3"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 11"" x 17"", 16:9 wide",Yes,"277, 277XL",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 360 x 360,N/A,9 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,9.5 pages per minute,N/A,No,N/A,N/A,N/A,3.5 inches,N/A,"PC: Windows XP Professional x64 Edition, XP (SP3, 32-bit), Vista (32- and 64-bit), 7 (32- and 64-bit) and 8 (32- and 64-bit); Mac: OS X 10.5.8 - 10.8.x",N/A,Medium,N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,11 inches,Black,6,N/A,17 inches,N/A,Up to 360 x 360,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 4800,N/A,N/A,N/A,No,N/A,Apple AirPrint|USB,1.5 picoliters,N/A,Yes,8 copies per minute,N/A,N/A,N/A,N/A,8.1 copies per minute,9 pages per minute,N/A,Yes,Yes,N/A,N/A
N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,"3"" x 5"" to 8.5"" x 14""",No,N/A,N/A,N/A,N/A,No,Printer,N/A,N/A,N/A,N/A,N/A,21 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bond, brochure, colored, glossy, letterhead, photo, plain, preprinted, prepunched, recycled and rough paper, postcards, transparencies, labels and envelopes",N/A,N/A,N/A,8.5 inches,White,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ethernet,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,21 pages per minute,N/A,N/A,N/A,N/A,Color
N/A,4,N/A,300,Up to 2400 x 600,30 pages per minute,N/A,N/A,"8.5"" x 14""",Yes,N/A,N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,30 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,30 pages per minute,N/A,No,N/A,N/A,N/A,3.7 inches,N/A,"Windows, Mac OS, Linux",N/A,"Up to 40,000",N/A,N/A,Up to 300 sheets,N/A,N/A,N/A,8.5 inches,White,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB|Google Cloud Print,N/A,N/A,Yes,30 copies per minute,N/A,N/A,N/A,N/A,30 copies per minute,30 pages per minute,N/A,N/A,Yes,N/A,Color
N/A,4,N/A,600,Up to 1200 x 1200,33 pages per minute,N/A,N/A,"Tray 1: A4, RA4, A5, B5 (JIS), B6 (JIS), A6, 3.9"" x 5.9"", envelopes (B5, C5 ISO, C6, DL ISO); Tray 2: A4, A5, B5 (JIS), B6 (JIS), A6, 3.9"" x 5.9""",Yes,N/A,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,32 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,33 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 2003 (SP1 or later), 2008 (32- or 64-bit), 2008 R2 (64-bit), XP (SP2 or later), Vista or 7, 200MB available hard disk space, Mac: OS X v10.5 or v10.6; 150MB available hard disk space",N/A,"Up to 75,000",N/A,N/A,Up to 600 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,11.7 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,33 pages per minute,N/A,N/A,No,N/A,Color
N/A,N/A,Lithium-ion,N/A,Up to 5760 x 1440,6.7 pages per minute,N/A,N/A,"3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", A4, A6, half letter, executive",Yes,T215,N/A,N/A,N/A,No,Printer,N/A,Yes,yes,N/A,N/A,3.8 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,6.7 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows Server 2003, Server 2003 RS, Server 2008, Server 2008 R2, Server 2012, Server 2012 R2, XP Professional x64 Edition, XP (SP3, 32-bit), Vista (32-bit, 64-bit), 7 (32-bit, 64-bit) or 8.x (32-bit, 64-bit); Mac: OS X 10.5.8 - 10.9.x",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Wi-Fi|USB,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,3.8 pages per minute,N/A,No,N/A,N/A,N/A
N/A,N/A,N/A,N/A,Up to 1200 x 600,23 pages per minute,N/A,N/A,"4"" x 6"", 5"" x 7"", 8"" x 10"", Letter, Legal, U.S. #10 Envelopes",Yes,"PGI-2200 XL, PGI-2200",N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 8, Windows 8.1, Windows 7, Windows Vista, Windows XP SP3 32-bit, Windows Server 2012, 2012 R215, Windows Server 2008, 2008 R215, Windows Server 2003, 2003 R215, Mac: 16 Mac OS X v10.6.8 - 10.9",N/A,"Up to 30,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 600,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,Google Cloud Print,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,15 pages per minute,N/A,No,N/A,N/A,N/A
N/A,2,N/A,N/A,N/A,27 pages per minute,N/A,N/A,"Up to 8.5"" x 14""",No,N/A,N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,N/A,N/A,0 sheets,N/A,N/A,N/A,N/A,27 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP Home, XP Professional, XP Professional x64 Edition, Vista, 7, 8, 8.1, Server 2003 (32/64 bit), 2008, 2008 R2, 2012, 2012 R2; Mac: OS X v10.7.5, 10.8.x or 10.9.x; Linux",N/A,"Up to 10,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Gray,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Monochromatic
33.6 kilobits per second,N/A,N/A,250,N/A,19 pages per minute,N/A,N/A,"3"" x 5"" - 8.5"" x 14""",Yes,"CLT-K504S, CLT-C504S, CLT-M504S, CLT-Y504S",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,19 pages per minute,N/A,50 sheets,N/A,N/A,N/A,N/A,19 pages per minute,Yes,No,N/A,N/A,N/A,4.3 inches,N/A,"PC: Windows 2000 (32- or 64-bit), XP (32- or 64-bit), 2003 (32- or 64-bit), 2008 Server (32- or 64-bit), Vista (32- or 64-bit), 7 (32- or 64-bit) or 8 (32- or 64-bit); Mac: OS X 10.3 - 10.9; Linux; USB 2.0 port",N/A,"Up to 40,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,White,N/A,N/A,14 inches,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,N/A,N/A,999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 4800 x 4800,N/A,N/A,N/A,No,N/A,Apple AirPrint|Google Cloud Print|NFC|Samsung Mobile Print|USB 2.0|Wi-Fi Direct|Wi-Fi,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,19 pages per minute,Yes,N/A,Yes,N/A,Color
N/A,4,N/A,N/A,Up to 1200 x 600,10 pages per minute,N/A,N/A,"A4, A5, A6, B5 (JIS), 6"" x 8"", Executive, 3"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", L, Photo 2L, 8.5"" x 13"", Legal, Letter, Statement, Envelope #10, Envelope A2, Envelope C5, Envelope C6 and more",Yes,"HP 934XL Black, HP 935XL Cyan, HP 935XL Magenta, HP 935XL Yellow",N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,10 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,18 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 7, 8 or 8.1: 1.0GHz 32-bit (x86) or 64-bit (x64) processor; 2GB hard drive; Internet Explorer; CD-ROM/DVD-ROM or Internet; USB port; Mac: OS X Lion, OS X Mountain Lion or OS X Mavericks; 1GB hard drive; Internet; USB port",N/A,"Up to 15,000",N/A,N/A,N/A,N/A,N/A,N/A,16.5 inches,Black,4,N/A,23.4 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 600,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,Bottom loader,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,10 pages per minute,N/A,No,No,N/A,N/A
N/A,4,N/A,300,Up to 2400 x 600,32 pages per minute,N/A,N/A,"8.5""x14""",Yes,N/A,N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,32 pages per minute,N/A,50 sheets,N/A,N/A,N/A,N/A,32 pages per minute,N/A,No,N/A,N/A,N/A,4.9 inches,N/A,"Windows, Mac OS, Linux",N/A,Unknown,N/A,N/A,Up to 300 sheets,N/A,N/A,N/A,8.5 inches,White,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB|Google Cloud Print,N/A,N/A,Yes,32 copies per minute,N/A,N/A,N/A,N/A,32 copies per minute,32 pages per minute,N/A,N/A,Yes,N/A,Color
N/A,1,N/A,600,N/A,52 pages per minute,N/A,N/A,"Multipurpose tray 1: A4, A5, A6, B5 (JIS), B6 (JIS), RA4, 4&quot, x 6&quot,, DL ISO, C5 ISO, C6 ISO and B5 ISO envelopes; custom multipurpose tray: 3"" x 5"" to 8.5"" x 14""",No,N/A,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP (SP2 or later), Server 2003 (SP1 or later), Vista, 7, Server 2008 (32- or 64-bit) or Server 2008 R2 (64-bit), 200MB available hard disk space, Mac: OS X v10.5, v10.6 or v10.7; 150MB available hard disk space; USB 2.0 port",N/A,"Up to 225,000",N/A,N/A,Up to 600 sheets,N/A,N/A,N/A,8.5 inches,White,1,N/A,14 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,N/A,Monochromatic
N/A,2,N/A,100,Up to 4800 x 1200,N/A,N/A,N/A,"No. 10 envelopes, legal, letter",No,N/A,1025263483,N/A,N/A,No,Printer|Scanner|Copier,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,11 inches,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,21,Flatbed,N/A,N/A,8.5 inches,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200 x 2400,N/A,N/A,USB,No,Tray loader,USB|USB 2.0,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A
N/A,2,N/A,100,Up to 4800 x 1200,8.8 pages per minute,N/A,N/A,"3"" x 5"" to 8.5"" x 14""",Yes,HP 61|HP 61XL,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 1200 x 600,N/A,5.2 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,8.8 pages per minute,N/A,No,N/A,N/A,N/A,2 inches,N/A,"PC: Windows XP SP3 or higher, Vista, 7 or 8, CD-ROM/DVD drive or Internet connection, USB 2.0 port; Mac: Intel Core processor; OS X v10.6, Lion or Mountain Lion; 1GB hard drive; CD-ROM/DVD drive or Internet connection; USB 2.0 port",N/A,"Up to 1,000",N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 600,N/A,50,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,4 copies per minute,N/A,N/A,N/A,N/A,6 copies per minute,5.2 pages per minute,N/A,No,Yes,N/A,N/A
33.6 kilobits per second,4,N/A,250,Up to 4800 x 1200,14.5 pages per minute,N/A,N/A,"Letter, legal, government legal, executive, statement, L, photo 2L, 3"" x 5"", 3.9"" x 5.9"", 5.1"" x 7.1"", 8"" x 10"", envelopes (#10, Monarch, 5.5bar), cards (3"" x 5"", 4"" x 6"", 5"" x 8"")",Yes,"HP 950 Black, HP 951 Cyan, HP 951 Magenta, HP 951 Yellow|HP 950XL Black, HP 951XL Cyan, HP 951XL Magenta, HP 951XL Yellow",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 1200 x 600,N/A,14.5 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,19 pages per minute,Yes,No,N/A,N/A,N/A,2.65 inches,N/A,"PC: Windows XP (32-bit, SP3): Intel Pentium II, Celeron or compatible 233MHz processor; 750MB hard drive; Internet Explorer 6; Windows Vista: 800MHz 32-bit (x86) or 64-bit (x64) processor; 2GB hard drive space; Internet Explorer",N/A,"Up to 30,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,Up to 1200 x 600,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,99,Sheetfed,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,11 copies per minute,N/A,N/A,N/A,N/A,13 copies per minute,14.5 pages per minute,N/A,No,Yes,N/A,N/A
N/A,2,N/A,N/A,Up to 1200 x 1200,36 pages per minute,N/A,N/A,"8.5"" x 14""",No,N/A,N/A,N/A,N/A,No,All In One,N/A,N/A,yes,Up to 600 x 600,N/A,36 pages per minute,N/A,50 sheets,N/A,N/A,N/A,N/A,36 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,None,N/A,"Up to 80,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,White,2,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,Ethernet,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,36 pages per minute,N/A,N/A,Yes,N/A,Color
