Number Of Speakers,Video Input(s),Maximum Contrast Ratio (Dynamic),Language Options,Headphone Jack,Video Output(s),Surround Sound Supported,RF Antenna Input,Smart Capable,USB Port,Media Card Slot,3D-Ready,PC Input,Viewing Modes,Sound Leveler,Mount Type,DVD Player Included,Product Height (without stand),S-Video Inputs,USB Input,Instant Content Supported,Maximum Resolution,Screen Size,On-Screen Display Languages,Product Depth (with stand),Video Outputs,Sleep Timer,3D Technology,Battery Type,DVI Inputs,Number Of Composite Video Inputs,Brightness,Digital Tuner,Power Consumption (watts) Power On,Product Depth Without Stand,Closed Captioning,Digital Comb Filter,Product Weight With Stand,Specific Manufacturer Technologies,Battery Size,Product Height With Stand,Product Height Without Stand,Composite Inputs,Product Depth With Stand,Power Consumption (watts) Stand-by,Estimated Yearly Electricity Use (kWh),Instant Content,VESA Wall Mount Standard,TV/DVD Combo,Minimum Contrast Ratio (Dynamic),Estimated Annual Operating Cost,Component Video Inputs,Horizontal Viewing Angle,Product Weight Without Stand,Number Of HDMI Inputs,Alarm Timer,Number Of HDMI Outputs,Screen Refresh Rate,Batteries Included,TV Type,Screen Size (Measured Diagonally),Secure Digital Memory Card Slot,Speakers,Resolution (Native),Vertical Resolution,Anti-Glare Screen Coating,V-Chip,Refresh Rate,Watts/Channel,PC Inputs,Curved Screen,Resolution,DLNA Certified,Media Card Compatibility,Dynamic Contrast Ratio,Local Dimming,Estimated Annual Electricity Use,Built-In Player,Cable(s) Included,Speaker Output,Input(s),HDMI Inputs,Number Of Analog Audio Outputs,Number Of USB Port(s),Network Compatibility,Maximum Contrast Ratio (Native),A/V Outputs,Color Category,ENERGY STAR Certified,Number Of Auxiliary Inputs,Display Type,Aspect Ratio,Speaker Output Power,Indoor Or Outdoor Use,Audio Outputs,Widescreen,Language(s) Displayed,DND Omega Publish,Simulated Surround,EPEAT Qualified,Mount Bracket/VESA Pattern,Remote Control Type,Estimated Yearly Operating Cost,Volume Leveler,pricematch,Ethernet Port,DLNA,Screen Size Class,EPEAT Level,Product Depth (without stand),Number Of DVI Inputs,Wall Mountable,Headphone Jacks,Number Of Digital Optical Audio Outputs,Product Height (with stand),Weather Resistant,Channel Labeling,Number Of Component Video Inputs,Speaker Location,Integrated Camera,Vertical Viewing Angle
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|YouTube,1080 x 1920,41.9 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.19 inches,N/A,N/A,20.9 pounds,N/A,N/A,24.02 inches,22.32 inches,N/A,8.58 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,8 United States dollars,N/A,N/A,20.3 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,76 kilowatt hours,N/A,USB,20 watts,N/A,N/A,0,3,N/A,N/A,N/A,Silver,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,N/A,N/A,N/A,42 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,N/A,N/A,"English, French, Spanish",N/A,N/A,N/A,1,N/A,"Yes, for service only",No,N/A,N/A,N/A,N/A,N/A,N/A,"13-1/4""",N/A,Yes,N/A,1920 x 1080,N/A,N/A,"5-3/4""",N/A,N/A,N/A,N/A,N/A,N/A,200 cd/m&#178;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,51.1,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,60Hz,N/A,LED,"24""",N/A,2,N/A,1080p,N/A,N/A,N/A,3,1,N/A,N/A,N/A,N/A,"10,000:1",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,16:9,6W,N/A,1,N/A,N/A,Yes,N/A,No,100 x 100,N/A,$5.60,N/A,yes,N/A,N/A,"24""",N/A,"1-7/8""",N/A,N/A,Yes,N/A,"14-7/8""",N/A,N/A,N/A,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,46 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,450 candela per square meter,N/A,N/A,3.75 inches,N/A,N/A,68 pounds,N/A,N/A,26 inches,25 inches,N/A,4.75 inches,N/A,N/A,N/A,400mm x 200mm,N/A,N/A,19.42 United States dollars,N/A,N/A,65 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,177 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,0,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,Outdoor,N/A,N/A,English|French|Spanish,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,46 inches,N/A,N/A,1,N/A,N/A,2,N/A,N/A,N/A,2,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|Pandora|YouTube,1920 x 1080,60 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,Yes,N/A,3.75 inches,N/A,N/A,76.5 pounds,N/A,N/A,33.13 inches,31.5 inches,N/A,12.75 inches,N/A,N/A,N/A,N/A,No,N/A,14 United States dollars,N/A,N/A,74.3 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,127 kilowatt hours,N/A,Ethernet,N/A,N/A,N/A,0,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|Pandora|Skype|Twitter|YouTube,3840 x 2160,54.63 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,N/A,N/A,2.5 inches,N/A,N/A,51 pounds,N/A,N/A,30.2 inches,28 inches,N/A,11.2 inches,N/A,N/A,N/A,300mm x 300mm,No,N/A,22 United States dollars,N/A,N/A,49.6 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,192 kilowatt hours,N/A,USB,20 watts,N/A,N/A,2,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Touchpad,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,4000000,N/A,No,Component video|Composite video,N/A,Yes,Yes,N/A,No,N/A,No,Game,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|YouTube|Hulu Plus|VUDU|CinemaNow|Twitter|Flickr|Picasa|Pandora|Rhapsody|AccuWeather|Other,1920 x 1080,54.6 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2.72 inches,Yes,N/A,38.58 pounds,AquoMotion 120,N/A,30.08 inches,28.62 inches,N/A,13.19 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,36 United States dollars,N/A,N/A,35.27 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,324 kilowatt hours,N/A,Not Applicable,20 watts,N/A,N/A,1,1,Built-in Wi-Fi,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,Yes,N/A,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI|S-Video,N/A,N/A,No,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,31.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,N/A,N/A,3.75 inches,N/A,N/A,N/A,N/A,N/A,22.13 inches,20.13 inches,N/A,9.63 inches,N/A,N/A,N/A,200mm x 100mm,No,N/A,12.02 United States dollars,N/A,N/A,18.08 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,109.27 kilowatt hours,N/A,A/V,20 watts,N/A,N/A,1,0,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Full-function,N/A,N/A,N/A,N/A,N/A,32 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Hulu Plus|Netflix|Pandora|Skype|YouTube,3840 x 2160,64.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,N/A,N/A,4.5 inches,N/A,N/A,66.4 pounds,N/A,N/A,35 inches,33.13 inches,N/A,12 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,27 United States dollars,N/A,N/A,58.2 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,241 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,48 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,150 candela per square meter,Yes,N/A,3.5 inches,N/A,N/A,28.7 pounds,N/A,N/A,28 inches,25.38 inches,N/A,10.13 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,16.2 United States dollars,N/A,N/A,24.9 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,147.3 kilowatt hours,N/A,AC power,16 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,48 inches,N/A,N/A,0,Yes,N/A,3,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,24 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2 inches,N/A,N/A,N/A,N/A,N/A,16.25 inches,14.5 inches,N/A,6 inches,N/A,N/A,N/A,100mm x 100mm,No,1,10 United States dollars,N/A,N/A,10.4 pounds,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,89 kilowatt hours,N/A,N/A,6 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,24 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,Not Applicable,Dolby Digital|DTS,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|Hulu Plus|YouTube,3840 x 2160 (4K),59.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,1.5 inches,N/A,N/A,N/A,"UCI (Ultra Clarity Index) 1080, Tru-4K Engine, Picture Wizard III, Real Cinema 24p (2:2 pull down)",N/A,N/A,31 inches,N/A,N/A,N/A,N/A,N/A,400mm x 400mm,No,N/A,13 United States dollars,N/A,N/A,56.9 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,118 kilowatt hours,N/A,Power,20 watts,N/A,N/A,0,3,Built-in Wi-Fi,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Component video|Composite video|DVI|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,49.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,10.12 inches,N/A,N/A,31.5 pounds,N/A,N/A,28.63 inches,26.13 inches,N/A,10.13 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,17 United States dollars,N/A,N/A,28.6 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,154 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,N/A,N/A,N/A,50 inches,N/A,N/A,1,Yes,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,27.5 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,9 pounds,N/A,N/A,17.13 inches,15.63 inches,N/A,6.5 inches,N/A,N/A,N/A,100mm x 100mm,Yes,N/A,5 United States dollars,N/A,N/A,8.2 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,46 kilowatt hours,N/A,USB,5 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,28 inches,Silver,N/A,0,Yes,N/A,1,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,54.63 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.25 inches,N/A,N/A,40.6 pounds,N/A,N/A,30.38 inches,28.5 inches,N/A,10 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,11 United States dollars,N/A,N/A,39.7 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,98 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|Pandora|YouTube,1080 x 1920,40 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,2,N/A,Yes,N/A,3.38 inches,N/A,N/A,17.5 pounds,N/A,N/A,23 inches,21.88 inches,N/A,6.9 inches,N/A,N/A,N/A,N/A,No,N/A,9 United States dollars,N/A,N/A,16.3 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,78 kilowatt hours,N/A,SMART,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,40 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CinemaNow|Facebook|Hulu Plus|Netflix|Pandora|YouTube,1080 x 1920,69.5 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,Yes,N/A,2.33 inches,N/A,N/A,109.1 pounds,N/A,N/A,38.23 inches,36.78 inches,N/A,15.17 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,20 United States dollars,N/A,N/A,93.7 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,178 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,2,N/A,N/A,N/A,Silver,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Universal,N/A,N/A,yes,N/A,N/A,70 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,46.9 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.25 inches,N/A,N/A,28 pounds,N/A,N/A,26.63 inches,24.75 inches,N/A,10 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,9 United States dollars,N/A,N/A,27.1 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,80 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,47 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Crackle|M-GO|Netflix|Pandora|TED TV|VUDU|YouTube,1080 x 1920,45.9 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.88 inches,N/A,N/A,29 pounds,N/A,N/A,26.88 inches,24.5 inches,N/A,10.9 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,8 United States dollars,N/A,N/A,24.9 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,77 kilowatt hours,N/A,USB,N/A,N/A,N/A,2,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,46 inches,Gold,N/A,0,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Crackle|M-GO|Netflix|Pandora|TED TV|VUDU|YouTube,1080 x 1920,40 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.75 inches,N/A,N/A,24 pounds,N/A,N/A,23.9 inches,21.63 inches,N/A,9 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,9 United States dollars,N/A,N/A,19.6 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,82 kilowatt hours,N/A,SMART,10 watts,N/A,N/A,2,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,40 inches,Silver,N/A,0,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
N/A,Component video,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video,1080 x 1920,69.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.75 inches,N/A,N/A,N/A,N/A,N/A,37.88 inches,35.88 inches,N/A,9.88 inches,N/A,N/A,N/A,400mm x 400mm,Yes,N/A,20 United States dollars,N/A,N/A,57.5 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,183 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,70 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV Tweets,1080 x 1920,54.63 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,2,N/A,Yes,N/A,2.63 inches,N/A,N/A,39.7 pounds,N/A,N/A,30.13 inches,25.5 inches,N/A,7.88 inches,N/A,N/A,N/A,N/A,Yes,N/A,9 United States dollars,N/A,N/A,37.9 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,74 kilowatt hours,N/A,USB,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Multi,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,No,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|YouTube,3840 x 2160,48.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,1.5 inches,N/A,N/A,39.7 pounds,N/A,N/A,26.9 inches,25.5 inches,N/A,9.88 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,18 United States dollars,N/A,N/A,38.6 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,162 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,49 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Twitter,1024 x 1080,60 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,N/A,N/A,3.29 inches,N/A,N/A,45.2 pounds,N/A,N/A,33.22 inches,31.25 inches,N/A,8.8 inches,N/A,N/A,N/A,300mm x 300mm,N/A,N/A,17 United States dollars,N/A,N/A,43.9 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,153 kilowatt hours,N/A,USB,20 watts,N/A,N/A,2,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,49.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,240 candela per square meter,N/A,N/A,2.5 inches,N/A,N/A,31.1 pounds,N/A,N/A,27 inches,25.9 inches,N/A,12.25 inches,N/A,N/A,N/A,400mm x 200mm,N/A,4000000,17 United States dollars,N/A,N/A,29.3 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,154 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|French|Spanish,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,50 inches,N/A,N/A,1,N/A,N/A,1,N/A,N/A,Yes,1,N/A,N/A,N/A
